(+)-Limonene	CC1=CCC(CC1)C(=C)C
D-Glycero-D-manno-heptose1-7-bisphosphate	
D-Glycero-D-manno-heptose1-phosphate	
D-Glycero-D-manno-heptose7-phosphate	
D-Lactate	CC(C(=O)O)O
D-Lysine	C(CCN)CC(C(=O)O)N
D-Lyxulose	C(C(C(C(=O)CO)O)O)O
D-Mannose1-phosphate	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
D-Mucic acid	C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O
D-Ribose	C1C(C(C(C(O1)O)O)O)O
D-Ribulose	C(C(C(C(=O)CO)O)O)O
D-Ribulose 1,5-bisphosphate	C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O
D-Ribulose5-phosphate	
D-Tagatose 1,6-biphosphate	
D-Tagatose 6-phosphate	C(C1C(C(C(O1)(CO)O)O)O)OP(=O)(O)O
D-Xylulose5-phosphate	C(C(C(C(=O)CO)O)O)OP(=O)(O)O
D-erythro-3-Methylmalate	CC(C(C(=O)O)O)C(=O)O
D-erythro-imidazol-glycerol-phosphate	
D-fructose-1,6-bisphosphate	C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O
D-fructose-1-phosphate	C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)O
D-fructose-6-phosphate	C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O
D-glucose-6-phosphate	C(C(C(C(C(C=O)O)O)O)O)OP(=O)(O)O
D-mannose-6-phosphate	C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O
D-methylmalonyl-CoA	CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
DAHP	
DCVG	C(CC(=O)NC(CSC(=CCl)Cl)C(=O)NCC(=O)O)C(C(=O)O)N
DHA	C1C(C(C(OC1(C(=O)O)O)C(=O)O)O)O
DMAPP	CC(=CCOP(=O)(O)OP(=O)(O)O)C
DNA replication	
DPG	
Deacetoxyvindoline	CCC12CC(C3C4(C1N(CC4)CC=C2)C5=C(N3C)C=C(C=C5)OC)(C(=O)OC)O
Deamido-NAD	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)O
Decanoate	CCCCCCCCCC(=O)[O-]
Decanoyl-ACP	
Decanoyl-CoA	CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Dehydroepiandrosterone sulfate	CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)OS(=O)(=O)O)C
Delphin	C1=C(C=C(C(=C1O)O)O)C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O
Delphinidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)	C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=CC(=CC4=[O+]C(=C(C=C34)OC5C(C(C(C(O5)CO)O)O)O)C6=CC(=C(C(=C6)O)O)O)O)O)O)O)O
Delphinidin 3-glucoside 5-caffoyl-glucoside	C1=CC(=C(C=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=CC(=CC4=[O+]C(=C(C=C34)OC5C(C(C(C(O5)CO)O)O)O)C6=CC(=C(C(=C6)O)O)O)O)O)O)O)O)O
Deoxyadenosine	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O
Deoxycholate	CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C
Deoxycytidine	C1C(C(OC1N2C=CC(=NC2=O)N)CO)O
Deoxyguanosine	C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O
Deoxyinosine	C1C(C(OC1N2C=NC3=C2N=CNC3=O)CO)O
Deoxyuridine	C1C(C(OC1N2C=CC(=O)NC2=O)CO)O
Dephospho-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O
Descarbamoylnovobiocin	CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)O)O
Dethiobiotin	CC1C(NC(=O)N1)CCCCCC(=O)O
Dianteisoheptadecanoylphosphatidylethanolamine	
Dianteisoheptadecanoylphosphatidylglycerol	
Dianteisoheptadecanoylphosphatidylglycerophosphate	
Dianteisoheptadecanoylphosphatidylserine	
Dianteisopentadecanoylphosphatidylglycerophosphate	
Dichloromethane	C(Cl)Cl
Dihydrobiopterin	CC(C(C1=NC2=C(NC1)N=C(NC2=O)N)O)O
Dihydrofolate	C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
Dihydrolipoamide	C(CCC(=O)N)CC(CCS)S
Dihydrolipolprotein	
Dihydroneopterin	C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(CO)O)O
Dihydropteroate	C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)O
Diisoheptadecanoylphosphatidylethanolamine	
Diisoheptadecanoylphosphatidylglycerol	
Diisoheptadecanoylphosphatidylglycerophosphate	
Diisoheptadecanoylphosphatidylserine	
Diisohexadecanoylphosphatidylglycerophosphate	
Diisopentadecanoylphosphatidylglycerophosphate	
Diisotetradecanoylphosphatidylglycerophosphate	
Dimethylbenzimidazole	CC1=CC2=C(C=C1C)N=CN2
Divinyl chlorophyllide a	CC1C(C2=C3C(C(=O)C4=C3[N-]C(=C4C)C=C5C(=C(C(=N5)C=C6C(=C(C(=CC1=N2)[N-]6)C)C=C)C)C=C)C(=O)OC)CCC(=O)O.[Mg+2]
Divinylprotochlorophyllide	
Dodecanoyl-ACP	
Dopamine	C1=CC(=C(C=C1CCN)O)O
Doxifluridine	CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O
Ecgonine	CN1C2CCC1C(C(C2)O)C(=O)O
Ethanol	CCO
FAD	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O
FADH2	CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O
FAICAR	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=O)C(=O)N
FMN	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O
Farnesyldiphosphate	
Farnesylfarnesylgeraniol	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C)C
Fe2+	[Fe+2]
Fecosterol	CC(C)C(=C)CCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4)O)C)C
Ferricytochrome b5	
Ferrocytochrome b5	
Ferulaldehyde	COC1=C(C=CC(=C1)C=CC=O)O
Ferulate	COC1=C(C=CC(=C1)C=CC(=O)O)O
Flavaprenin	CC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=CC=C(C=C3)O)C
Folate	C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
Formaldehyde	C=O
Formamide	C(=O)N
Formamidopyrimidine nucleoside triphosphate	C(C1C(C(C(O1)NC2=C(C(=O)NC(=N2)N)NC=O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
Formate	C(=O)[O-]
Fumarate	C(=CC(=O)[O-])C(=O)[O-]
GABA	C(CC(=O)O)CN
GAR	C(C1C(C(C(O1)NC(=O)CN)O)O)OP(=O)(O)O
GD1a	
GD1b	
GD2	
GD3	[Gd]
GDP	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N
GDP-4-dehydro-D-rhamnose	CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O
GDP-L-fucose	CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O
GDP-mannose	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N=C(NC2=O)N
GM1	
GM2	
GM3	
GMP	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N
GQ1	
GSH	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N
GT1a	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)OC5(CC(C(C(O5)C(C(CO)OC6(CC(C(C(O6)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)OC7(CC(C(C(O7)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)NC=O)O
GT1b	CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)[O-])OC2C(C(OC(C2O)OC3C(C(OC(C3O)CO)OC4C(OC(C(C4OC5(CC(C(C(O5)C(C(CO)OC6(CC(C(C(O6)C(C(CO)O)O)NC(=O)C)O)C(=O)[O-])O)NC(=O)CO)O)C(=O)[O-])O)OC7C(OC(C(C7O)O)OCC(CO)NC=O)CO)CO)NC(=O)C)CO)O)O
GTP	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N
Geranial	CC(=CCCC(=CC=O)C)C
Geranic acid	CC(=CCCC(=CC(=O)O)C)C
Geranyldiphosphate	
Glucose-1-phosphate	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
Glutathione episulfonium ion	C1C[S+]1CC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
Gly-Cys	C(C(C(=O)O)NC(=O)CN)S
Gly-Gln	C(CC(=O)N)C(C(=O)O)NC(=O)CN
Gly-Leu	CC(C)CC(C(=O)O)NC(=O)CN
Gly-Met	CSCCC(C(=O)O)NC(=O)CN
Gly-Phe	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN
Gly-Tyr	C1=CC(=CC=C1CC(C(=O)O)NC(=O)CN)O
Glyceraldehyde3-phosphate	
Glycerate	C(C(C(=O)[O-])O)O
Glycerol	C(C(CO)O)O
Glycerol-3-phosphate	C(C(COP(=O)(O)O)O)O
Glycerone	C(C(=O)CO)O
Glycerone-phosphate	C(C(=O)COP(=O)(O)O)O
Glycerophosphocholine	C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O
Glycerophosphoethanolamine	C(COP(=O)(O)OCC(CO)O)N
Glycerophosphoglycerol	C(C(COP(=O)(O)OCC(CO)O)O)O
Glycine	C(C(=O)O)N
Glycochenodeoxycholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
Glycocholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
Glycocyamine	C(C(=O)O)N=C(N)N
Glycodeoxycholate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C
Glycogen	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C(OC(C(C3O)O)O)CO)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O
Glycolaldehyde	C(C=O)O
Glycolate	C(C(=O)O)O
Glyoxalate	C(=O)C(=O)O
Guanidinoethyl methyl phosphate	COP(=O)(O)OCCN=C(N)N
Guanine	C1=NC2=C(N1)C(=O)NC(=N2)N
Guanosine	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N
Guanosine 3',5'-bis(diphosphate)	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)N=C(NC2=O)N
Guanosine 5'-triphosphate,3'-diphosphate	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)O)N=C(NC2=O)N
H+	[H+]
H2CO3	C(=O)(O)O
H2O	O
H2O2	OO
H2S	S
H2S2O3	OS(=O)(=S)O
HBr	Br
HCN	C#N
HMA	C1CCCN(CC1)C2=NC(=C(N=C2Cl)C(=O)N=C(N)N)N
Heme	CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Fe+2]
Hexadecenoyl-CoA	
Hexanoate	CCCCCC(=O)[O-]
Hexanoyl-ACP	
Hexanoyl-CoA	CCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Hg2+	[Hg+2]
Histamine	C1=C(NC=N1)CCN
Holo-[carboxylase]	
Holo-[propionyl-CoA-carboxylase (ATP-hydrolysing)]	
Homocysteine	C(CS)C(C(=O)O)N
Homogentisate	C1=CC(=C(C=C1O)CC(=O)O)O
Hydrogenobyrinate	CC1=C2C(C(C(=N2)C=C3C(C(C(=C(C4=NC(C5C(C(C1=N5)(C)CCC(=O)O)CC(=O)O)(C(C4CCC(=O)O)(C)CC(=O)O)C)C)N3)(C)CC(=O)O)CCC(=O)O)(C)C)CCC(=O)O
Hydroxylamine	NO
Hydroxymethylbilane	C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O
IDP	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O
IMP	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O
ITP	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
Imidazole acetaldehyde	C1=C(NC=N1)CC=O
Iminoaspartate	C(C(=N)C(=O)O)C(=O)O
Iminoglycine	C(=N)C(=O)O
Indole-3-acetamide	C1=CC=C2C(=C1)C(=CN2)CC(=O)N
Indoleacetate	C1=CC=C2C(=C1)C(=CN2)CC(=O)O
Indoleglycerol phosphate	C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O
Inosine	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O
Inositol 1-phosphate	C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
Inositol 3,4-bisphosphate	C1(C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)O)O)O
Inositol 3-phosphate	C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
Inositol 4-phosphate	C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
Isethionate	C(CS(=O)(=O)[O-])O
Isobutyryl-CoA	CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Isochorismate	C=C(C(=O)[O-])OC1C=CC=C(C1O)C(=O)[O-]
Isocitrate	C(C(C(C(=O)O)O)C(=O)O)C(=O)O
Isocorypalmine	COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)O)C=C1)OC
Isoheptadecanoylcardiolipin (B. subtilis)	
Isopentenyl-ADP	CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)C
Isopentenyl-ATP	CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)C
Isopentenyldiphosphate	
Isovaleryl-CoA	CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
K+	[K+]
KDO	C1C(C(C(OC1(C(=O)O)O)C(CO)O)O)O
KDO-lipid IV(A)	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O
Ketone	
L-2-Amino-6-oxopimelate	C(CC(C(=O)O)N)CC(=O)C(=O)O
L-3-Cyanoalanine	C(C#N)C(C(=O)O)N
L-Alanine	CC(C(=O)O)N
L-Arabinose	C1C(C(C(C(O1)O)O)O)O
L-Arginine	C(CC(C(=O)O)N)CN=C(N)N
L-Argininosuccinate	C(CC(C(=O)O)N)CN=C(N)NC(CC(=O)O)C(=O)O
L-Asparagine	C(C(C(=O)O)N)C(=O)N
L-Aspartate	C(C(C(=O)O)N)C(=O)O
L-Aspartate4-semialdehyde	
L-Cysteate	C(C(C(=O)[O-])N)S(=O)(=O)O
L-Cysteine	C(C(C(=O)O)N)S
L-Dopa	C1=CC(=C(C=C1CC(C(=O)O)N)O)O
L-Glutamate	C(CC(=O)O)C(C(=O)O)N
L-Glutamate1-semialdehyde	
L-Glutamate5-semialdehyde	
L-Glutamine	C(CC(=O)N)C(C(=O)O)N
L-Glutamyl 1-phosphate	C(CC(=O)O)C(C(=O)OP(=O)(O)O)N
L-Glutamyl 5-phosphate	C(CC(=O)OP(=O)(O)O)C(C(=O)O)N
L-Glutamyl-tRNA-Glu	
L-Histidinal	C1=C(NC=N1)CC(C=O)N
L-Histidine	C1=C(NC=N1)CC(C(=O)O)N
L-Histidinol	C1=C(NC=N1)CC(CO)N
L-Homoserine	C(CO)C(C(=O)O)N
L-Inositol	C1(C(C(C(C(C1O)O)O)O)O)O
L-Isoleucine	CCC(C)C(C(=O)O)N
L-Lactaldehyde	CC(C=O)O
L-Lactate	CC(C(=O)[O-])O
L-Leucine	CC(C)CC(C(=O)O)N
L-Lysine	C(CCN)CC(C(=O)O)N
L-Lyxitol	C(C(C(C(CO)O)O)O)O
L-Malate	C(C(C(=O)[O-])O)C(=O)[O-]
L-Methionine	CSCCC(C(=O)O)N
L-N2-(2-Carboxyethyl)arginine	C(CC(C(=O)O)NCCC(=O)O)CN=C(N)N
L-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)O)N
L-Proline	C1CC(NC1)C(=O)O
L-Rhamnulose 1-phosphate	CC(C(C(C(=O)COP(=O)(O)O)O)O)O
L-Ribulose	C(C(C(C(=O)CO)O)O)O
L-Serine	C(C(C(=O)O)N)O
L-Threonine	CC(C(C(=O)O)N)O
L-Threonine phosphate	CC(C(C(=O)O)N)OP(=O)(O)O
L-Tryptophan	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N
L-Tyrosine	C1=CC(=CC=C1CC(C(=O)O)N)O
L-Valine	CC(C)C(C(=O)O)N
L-Xylulose 1-phosphate	C(C(C(C(=O)COP(=O)(O)O)O)O)O
L-Xylulose 5-phosphate	C(C(C(C(=O)CO)O)O)OP(=O)(O)O
L-alanylglycine	CC(C(=O)NCC(=O)O)N
L-beta-Leucine	CC(C)C(CC(=O)O)N
L-histidinol-phosphate	C1=C(NC=N1)CC(COP(=O)(O)O)N
L-ribulose-5-phosphate	
LL-2,6-Diaminopimelate	C(CC(C(=O)O)N)CC(C(=O)O)N
Lauroyl-CoA	CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Lauroyl-KDO2-lipid IV(A)	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)OC4(CC(C(C(O4)C(CO)O)O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O
Lecithin	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCC=CCCCCC
Linoleoyl-CoA	CCCCCC=CCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Lipid A disaccharide	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OCC2C(C(C(C(O2)OP(=O)(O)O)NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O
Lipid IV(A)	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)CO)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O
Lipid X	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O
Lipoamide	C1CSSC1CCCCC(=O)N
Lipoate	C1CSSC1CCCCC(=O)[O-]
Lipoyl-AMP	C1CSSC1CCCCC(=O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O
Lipoylprotein	C1CSSC1CCCCC(=O)N
Lysopine	CC(C(=O)O)NC(CCCCN)C(=O)O
MOPS	C1COCCN1CCCS(=O)(=O)O
Malonyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O
Malonyl-acyl-carrierprotein-	
Maltoheptaose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC(C(CO)O)C(C(C=O)O)O)CO)CO)CO)CO)CO)O)O)O)O
Maltohexaose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC(C(CO)O)C(C(C=O)O)O)CO)CO)CO)CO)O)O)O)O
Maltopentaose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC(C(CO)O)C(C(C=O)O)O)CO)CO)CO)O)O)O)O
Maltose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
Maltotetraose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC(C(CO)O)C(C(C=O)O)O)CO)CO)O)O)O)O
Menaquinol 8	CC1=C(C2=CC=CC=C2C(=C1CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)O)O
Menaquinone 7	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
Menaquinone 8	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
Mercaptopyruvate	C(C(=O)C(=O)O)S
Methacrylyl-CoA	CC(=C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Methanamine	CN
Mevalonic acid	CC(CCO)(CC(=O)O)O
Mg	[Mg]
Mg-Protoporphyrin IX 13-monomethyl ester	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C=C)C)C(=C3CCC(=O)O)C)CCC(=O)OC.[Mg+2]
